gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,feature_2
0,0,1,1,10,0,1,0,2,0,0,0,2,2,0,0,2,379,1555,2.2071240478673473
0,1,1,0,26,1,0,1,2,0,0,0,0,0,0,1,0,780,3203,3.7163046036937715
0,0,1,1,68,1,2,1,2,2,2,2,2,2,2,0,1,1464,5539,3.224661236028372
0,0,0,0,17,1,2,1,0,0,0,2,2,0,0,1,2,1022,2954,3.998436277864405
1,1,0,0,19,1,0,1,0,0,0,0,0,0,0,0,1,712,2692,4.719597941798929
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,305,145,3.139496244373661
0,1,0,0,13,1,2,1,0,0,2,0,0,0,0,1,0,875,2268,4.876159241920945
1,0,1,0,56,1,2,1,2,2,2,2,2,0,0,1,2,1292,5018,3.1185978002063486
1,0,1,1,18,1,2,1,0,0,0,2,2,2,1,1,2,1258,3164,4.1680807891311815
1,0,1,1,23,1,2,0,2,0,0,0,0,0,0,0,2,441,2630,2.3080009826991357
1,0,0,0,25,0,1,0,2,0,0,2,2,2,1,0,1,437,2659,2.3018475063721318
1,0,1,1,66,1,2,1,0,2,2,2,2,2,2,1,0,1440,5460,4.282254736676648
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,27,100,0.9331820449317629
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,711,303,4.718552523437623
0,1,0,0,52,1,0,1,2,2,0,2,0,2,1,1,3,1181,4763,4.043985944817392
1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,3,285,1147,3.097198013218998
0,0,1,1,16,1,0,1,0,0,2,2,2,2,1,0,0,1212,3010,4.1371429186359
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,305,386,3.139496244373661
1,0,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,290,1187,3.107989905514298
1,0,0,0,9,1,2,0,0,0,0,0,2,2,0,1,1,726,1896,3.7341118642704276
0,0,1,1,70,1,0,0,2,0,2,0,2,2,2,0,1,821,4890,2.7553161494282197
0,0,0,0,11,1,2,1,0,2,0,0,2,0,0,1,0,1050,2259,4.020109289203086
1,0,1,0,10,1,2,1,0,0,0,0,0,0,0,1,2,775,1938,3.783209055187582
0,0,1,1,33,1,2,2,1,1,1,1,1,1,1,1,1,101,2081,1.5168902290140656
0,0,0,0,49,1,2,1,0,0,0,0,2,2,0,1,2,1161,4560,4.101724095179115
0,0,1,1,31,1,2,0,0,2,2,0,0,0,0,0,0,567,3285,3.5539933576267324
0,0,1,0,17,1,2,1,0,0,0,2,2,0,0,1,2,1032,2916,4.00623055980501
0,0,1,1,42,0,1,0,2,2,0,2,2,0,1,1,0,393,3339,2.2309978983905125
0,0,1,0,2,1,2,1,0,0,0,0,2,2,0,0,2,1145,974,4.090355899238428
0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,3,765,324,4.773395151070655
1,0,1,1,45,1,2,1,0,2,0,0,0,0,0,1,0,868,4156,3.8699374454013404
0,0,0,0,25,0,1,0,0,0,2,0,2,2,0,1,1,375,2553,3.271946949706187
1,0,0,0,36,1,0,2,1,1,1,1,1,1,1,0,1,31,1882,0.9873407546644581
0,0,0,0,61,1,2,0,0,2,2,2,2,2,2,0,0,951,4758,3.941269235837593
0,0,0,0,46,1,2,1,0,2,2,0,2,2,0,1,2,1355,4615,4.230462591039885
1,0,1,1,46,1,2,1,0,0,2,2,2,2,0,1,0,1372,4733,4.241024899682641
1,1,1,1,21,0,1,0,2,0,0,0,0,2,0,0,3,236,2031,2.9107399170340154
0,1,0,0,1,1,0,0,2,2,0,0,0,0,0,0,3,442,494,3.3095323718394516
1,0,1,1,55,1,2,1,0,0,2,2,2,2,2,1,2,1295,4999,4.192315450679417
1,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,0,75,2959,1.3714406097793117
1,1,1,1,71,1,2,1,2,2,2,2,2,2,2,1,1,1498,5608,4.244434510745062
0,1,1,0,12,1,0,1,0,0,0,0,0,0,0,1,2,690,2079,4.696322178611956
0,0,0,0,3,1,2,1,0,2,0,2,0,2,0,1,2,1117,1173,4.070152059502981
0,0,1,0,25,1,2,2,1,1,1,1,1,1,1,0,3,109,1743,1.55555539673519
1,0,1,0,0,1,0,1,2,0,0,0,2,2,0,1,2,1147,462,3.020010384649791
0,1,1,0,53,1,2,1,0,2,0,0,2,2,1,1,1,1268,4819,5.174686338591412
1,0,0,0,1,1,2,1,0,2,0,0,0,0,0,1,2,857,608,3.860078745740485
0,1,0,0,14,1,0,1,0,2,0,0,0,0,0,1,1,782,2390,4.790018681011857
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,47,41,1.1598300117644662
1,1,1,0,4,1,2,1,0,0,2,0,0,0,0,1,0,866,1137,4.868152418144659
0,0,0,0,32,1,2,2,1,1,1,1,1,1,2,0,1,103,1940,1.5267800828390694
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,1,86,3161,1.437247817988224
1,0,1,0,62,1,0,0,2,2,0,2,2,0,1,0,1,703,4451,2.6383730918240125
1,0,1,0,13,1,2,1,0,0,0,0,0,2,0,1,2,964,2381,3.9519860851766966
1,1,1,0,0,1,2,1,0,0,0,0,2,0,0,1,2,982,418,4.966635529334237
0,0,0,0,34,1,2,1,0,0,0,0,2,0,0,1,2,990,3818,3.9730775211109286
0,0,1,0,54,1,2,1,0,0,2,0,0,0,0,1,2,823,4455,3.828952396790453
0,0,0,0,10,1,0,0,2,0,0,0,0,0,0,0,1,339,1445,2.1347907382303557
0,0,1,1,69,1,2,0,2,2,2,2,2,2,2,1,0,1035,5140,2.9367835974203507
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,299,139,3.1270457677399404
1,0,0,0,37,1,0,0,0,0,2,2,0,2,1,1,3,566,3466,3.552738859129233
0,0,1,0,19,1,0,1,2,2,0,2,2,0,0,1,2,1177,3183,3.0411941773451074
1,1,0,0,33,1,0,1,0,2,2,0,2,2,1,1,2,1236,3966,5.153399383954407
1,0,0,0,19,1,0,2,1,1,1,1,1,1,1,1,3,22,1276,0.8556007362580844
0,0,0,1,13,1,0,0,0,0,2,0,2,0,0,1,1,522,1935,3.495699565912073
0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,766,325,3.7743811441896225
1,1,0,0,0,0,1,0,0,0,2,0,0,2,0,1,2,230,107,3.9671914384279394
0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,1167,714,4.105954866523556
0,1,1,0,37,1,2,1,2,2,0,0,0,2,1,0,1,1147,4085,4.020010384649791
1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,25,94,0.9036539387158786
0,0,1,1,29,1,2,1,0,2,2,2,2,2,0,1,2,1375,3923,4.242877955254442
1,0,1,1,14,1,0,1,2,0,0,2,2,2,1,0,2,1274,2980,3.106856226607456
0,0,1,1,25,1,0,1,2,2,0,0,0,0,0,0,2,906,3293,2.831469986914456
1,1,1,0,33,1,0,1,2,0,0,2,2,0,1,0,3,1058,3869,3.9544431230304085
0,0,1,1,61,1,2,1,2,0,0,0,2,2,2,1,0,1262,5252,3.0989545696248735
0,0,0,0,3,1,2,1,0,2,0,0,0,0,0,1,3,874,1089,3.875272857368611
0,0,0,0,7,1,2,0,2,2,2,0,0,0,0,1,0,614,1568,2.5392779705094584
0,0,1,0,22,1,2,1,0,0,2,0,0,2,0,0,3,1058,3284,4.026216585566702
0,0,1,1,2,1,0,1,0,2,0,2,0,0,0,1,2,868,884,3.8699374454013404
0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,3,74,469,2.365082768636564
1,0,1,1,59,1,2,1,2,0,2,0,2,0,1,1,0,1155,4980,3.0257023334196633
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,701,630,3.7080331114877088
1,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,29,23,1.961009057454548
1,0,1,1,16,1,2,1,0,0,0,0,2,2,0,1,2,1102,2844,4.059161389396715
1,1,1,0,71,1,2,1,2,2,2,0,2,2,2,1,0,1411,5543,4.193092658770798
0,1,0,0,50,1,0,2,1,1,1,1,1,1,2,0,1,20,2154,1.8205642030260805
1,1,1,0,6,1,2,1,0,0,2,0,2,2,0,1,2,1275,1767,5.179285469102155
0,0,1,1,60,0,1,0,0,2,2,2,2,0,2,0,1,395,3925,3.306126138146378
0,0,1,1,6,1,0,2,1,1,1,1,1,1,2,0,3,25,602,0.9036539387158786
1,1,0,0,49,1,2,0,2,2,0,0,2,0,0,1,0,694,4017,3.628824403831147
1,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,2,88,751,2.4484798507285492
1,0,0,0,47,1,0,0,0,2,2,2,2,2,2,0,1,846,4158,3.8501182877600795
0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,1,2,430,590,3.362743106809977
0,0,1,1,51,1,0,1,2,0,2,2,0,0,0,1,0,942,4408,2.8620075572455628
1,0,0,1,42,0,1,0,2,2,2,0,0,0,0,1,2,244,3193,1.9306916188518906
1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,1,0,47,2545,1.1598300117644662
0,1,1,1,70,1,2,0,2,2,0,0,2,0,1,0,2,671,4685,3.6039641646112175
1,0,0,0,62,1,0,1,2,2,2,2,2,2,2,0,1,1405,5360,3.1894593726872404
1,1,0,0,18,1,2,1,2,0,0,0,2,0,0,1,2,1067,2974,3.9612698294067217
0,0,0,0,7,1,0,1,2,0,0,0,2,0,0,0,2,960,1713,2.876927509133347
0,0,1,1,0,1,0,2,1,1,1,1,1,1,0,1,3,8,3,0.5157165665103982
0,0,0,0,7,1,0,1,0,0,0,0,2,0,0,1,0,868,1648,3.8699374454013404
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,21,15,0.838416287252544
0,0,0,0,5,1,0,1,2,2,2,2,0,2,0,1,0,1204,1557,3.0598934039159182
1,1,0,0,6,0,1,0,0,2,0,2,0,2,0,1,2,285,950,4.097198013218998
0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,0,0,32,2222,1.0
1,0,1,0,60,1,0,2,1,1,1,1,1,1,1,1,1,39,2514,1.0807165492618438
1,0,0,0,6,1,0,2,1,1,1,1,1,1,0,1,3,7,562,0.4757731615945522
1,1,1,1,42,1,2,1,0,2,2,2,2,2,0,1,0,1433,4545,5.278083314456657
0,0,1,1,44,1,2,2,1,1,1,1,1,1,2,1,0,82,2380,1.4141417706037358
0,0,1,1,23,0,1,0,2,2,2,0,2,2,1,0,2,488,2664,2.3771532373903526
0,0,0,0,6,1,2,0,2,0,0,0,0,0,0,1,2,419,1251,2.2735861121909458
0,0,0,0,66,1,2,2,1,1,1,1,1,1,2,1,0,101,3093,1.5168902290140656
1,1,0,0,22,1,2,1,0,2,2,0,2,2,0,1,2,1356,3541,5.231086829312756
1,1,1,0,43,1,2,1,0,2,0,0,0,2,1,0,3,1023,4220,4.999218444645283
0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,3,74,469,2.365082768636564
0,0,1,0,67,1,2,1,0,2,2,2,0,0,2,0,1,1059,5142,4.026977397523064
0,0,0,0,11,1,0,2,1,1,1,1,1,1,0,0,3,30,829,0.97435048583482
0,0,1,0,71,1,2,1,2,0,2,0,2,2,2,1,1,1329,5479,3.142328080750901
0,0,1,1,42,1,0,0,2,0,2,0,2,2,2,0,0,780,3932,2.7163046036937715
0,0,1,1,71,1,2,1,0,2,2,2,0,2,2,1,0,1213,5377,4.137825390286144
1,0,0,0,62,1,0,2,1,1,1,1,1,1,1,0,3,38,2613,1.069935054081614
0,0,1,1,50,1,2,1,0,0,0,2,0,0,0,1,2,883,4318,3.8832212960343107
0,0,0,0,9,1,2,1,0,0,0,0,0,2,0,0,2,990,1953,3.9730775211109286
0,0,1,1,51,1,0,2,1,1,1,1,1,1,1,1,2,36,2314,1.0476725110792193
0,0,0,0,46,1,0,0,2,2,0,2,0,0,1,1,3,505,3704,2.4008546410763234
1,0,0,0,14,1,2,0,0,2,0,2,0,0,0,1,1,501,2119,3.467109397759271
1,0,1,0,5,1,2,1,0,0,0,0,2,0,0,1,2,920,1370,3.9152325757832696
1,0,0,0,0,0,1,0,0,2,0,2,0,2,0,1,3,290,131,3.107989905514298
0,1,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,1081,441,5.043571610914393
0,0,0,0,5,1,0,1,0,0,2,2,2,2,0,1,3,1238,1528,4.1547426569986134
1,0,1,0,70,1,0,0,2,0,2,2,2,2,2,1,2,916,4988,2.8400486267313023
1,0,1,1,58,1,2,1,0,0,2,0,2,2,2,1,1,1229,4996,4.148684192473412
0,0,0,0,45,1,0,2,1,1,1,1,1,1,2,1,2,50,2115,1.1867241478865562
1,0,1,0,46,1,0,2,1,1,1,1,1,1,1,0,0,26,2123,0.9186451916253062
0,0,1,1,71,1,2,0,2,2,2,2,0,0,2,1,0,696,4751,2.6309548588217586
1,0,1,1,6,1,0,1,0,0,0,0,0,0,0,1,0,686,1497,3.6920266153716113
0,0,0,0,7,1,2,0,2,0,0,2,0,2,0,0,2,710,1551,2.645732465598021
1,0,0,0,18,1,0,1,0,2,0,0,0,0,0,1,1,753,2747,3.7614820634873944
0,0,0,0,11,1,0,1,0,0,2,2,0,2,0,1,2,1043,2321,4.014734792319168
0,0,1,1,60,1,2,1,2,2,2,0,0,2,1,1,1,1253,5056,3.0929887867258268
1,0,1,1,69,1,2,0,0,2,2,2,2,2,2,1,1,980,5021,3.9650184739538727
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,310,148,3.1497228331682314
0,0,1,1,71,1,0,1,2,2,2,2,2,2,2,1,0,1395,5506,3.1833762174899167
1,1,0,0,50,1,0,1,0,0,2,0,2,2,1,1,0,1127,4651,5.077413750757256
1,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,2,13,516,0.6702776523348104
0,1,1,1,27,0,1,0,0,2,0,0,0,2,1,1,2,220,2323,3.940928974821268
0,0,1,1,23,1,2,2,1,1,1,1,1,1,2,0,3,83,1563,1.4200014069659623
1,0,1,0,41,0,1,0,0,0,0,0,0,0,0,1,1,91,2324,2.4649509317268694
1,0,1,1,66,1,0,1,0,2,2,2,2,2,2,0,0,1294,5326,4.191667788752829
1,0,0,0,16,1,0,2,1,1,1,1,1,1,2,0,3,11,1135,0.6153942662021781
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,302,142,4.133295742542485
1,0,1,1,32,1,0,0,0,2,2,2,2,2,2,0,1,909,3605,3.9058249619262937
0,0,0,0,9,1,0,1,0,0,0,0,0,2,0,1,0,873,1976,3.87438566110862
0,0,1,1,44,1,0,2,1,1,1,1,1,1,2,0,3,45,2044,1.1411273683383238
1,0,1,1,49,1,2,1,0,2,0,2,2,2,0,0,2,1303,4724,4.197482393436011
0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,782,332,3.790018681011856
0,0,0,0,35,1,0,1,0,0,2,2,0,2,0,1,2,1010,3843,3.9890021901362855
1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,2,763,322,3.771420067469911
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,31,25,0.9873407546644581
1,0,0,0,2,1,0,1,0,0,0,0,2,2,0,1,2,1093,952,4.052509413999289
1,0,1,1,16,1,0,1,0,0,0,0,2,0,0,0,2,885,2711,3.8849788080897727
0,0,0,0,39,1,0,2,1,1,1,1,1,1,2,0,3,31,1907,0.9873407546644581
1,0,1,0,52,1,0,1,0,2,0,0,2,2,1,1,0,1132,4626,4.0810252832157925
1,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,29,23,1.961009057454548
1,0,0,0,2,1,0,1,0,0,0,0,2,2,0,0,3,1069,873,4.03455407839127
0,0,1,1,45,1,2,1,2,0,2,2,0,2,2,0,3,1232,4526,3.078934150274823
1,0,0,0,34,1,0,2,1,1,1,1,1,1,1,0,0,40,1835,1.0912791051825463
0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,3,5,673,0.3797296614612149
1,1,1,0,10,1,0,2,1,1,1,1,1,1,0,0,3,27,801,1.9331820449317627
0,1,1,1,33,1,2,1,0,2,0,0,0,0,0,1,3,860,3662,4.8627774750702395
1,0,0,0,40,1,0,2,1,1,1,1,1,1,2,0,3,31,1904,0.9873407546644581
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,308,146,3.1456481457393184
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,105,66,3.536517481635736
0,0,1,1,11,1,0,2,1,1,1,1,1,1,1,0,0,24,852,0.888175022589804
0,0,1,1,13,1,0,1,0,2,0,2,0,2,0,1,1,1048,2457,4.018576650827927
0,0,1,1,36,1,0,2,1,1,1,1,1,1,0,0,2,15,1742,0.7187719275874789
0,0,1,0,2,1,0,2,1,1,1,1,1,1,0,1,3,26,150,0.9186451916253062
1,0,1,0,8,1,0,0,0,0,2,0,2,2,0,1,3,688,1553,3.6941768944160707
1,0,0,0,9,1,0,1,2,0,2,0,0,0,0,1,3,865,2036,2.7954852049542063
1,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,3,688,1695,3.6941768944160707
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,33,27,1.0123466170855586
0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,3,777,330,3.7851596667194864
1,1,1,0,9,1,2,1,0,0,0,0,0,2,0,1,2,994,1995,4.976282912551914
1,0,0,0,4,1,0,0,0,0,2,0,2,2,0,1,2,688,1142,3.6941768944160707
0,0,0,0,67,0,1,0,2,2,2,2,2,2,2,0,1,592,4494,2.5130216710544255
0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,690,959,3.6963221786119553
0,0,1,1,7,1,0,2,1,1,1,1,1,1,2,1,3,25,613,0.9036539387158786
0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,2,707,1718,3.714359050658524
1,0,0,0,31,1,2,1,0,2,0,0,0,0,0,1,0,875,3600,3.876159241920945
0,0,1,1,26,1,2,2,1,1,1,1,1,1,2,0,2,79,1846,1.3962129904817697
0,0,0,0,25,1,0,1,0,0,0,0,2,2,0,1,0,1031,3419,4.005453857427926
1,0,0,0,23,1,2,0,0,0,0,2,0,0,1,0,0,438,2502,3.37516354887151
1,0,0,0,6,0,1,0,0,0,0,0,0,0,1,1,1,76,628,2.377730991574249
0,0,1,1,57,1,2,1,2,2,0,0,0,2,0,1,0,1115,4834,2.9969200221216505
0,0,1,0,12,0,1,0,0,0,2,0,2,2,0,1,0,343,1660,3.214095849716039
1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,2,860,369,3.8627774750702395
0,0,1,1,5,1,2,1,0,2,2,0,2,0,0,1,3,1128,1470,4.078137081253508
1,1,1,1,71,1,2,1,2,2,2,2,2,2,2,1,0,1488,5586,4.238656433832379
1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,2,770,327,4.778314848555878
0,1,0,0,1,1,0,1,0,0,0,0,2,0,0,0,3,898,672,4.8963258278450255
1,0,0,0,28,1,0,1,0,0,0,2,2,2,0,1,2,1131,3609,4.0803039990980485
0,1,0,0,64,1,2,1,0,2,2,0,2,0,0,1,0,1156,5122,5.0981850699807945
1,0,1,0,31,1,2,1,0,0,2,0,0,0,0,1,2,846,3520,3.8501182877600795
0,0,0,0,33,1,0,0,2,2,0,0,0,0,1,0,3,445,3168,2.314109968708014
1,0,1,0,2,1,2,1,0,0,0,2,0,0,0,1,0,861,914,3.8636753778811315
0,1,0,0,70,1,2,1,0,2,2,0,2,2,1,1,2,1346,5459,5.224827797713745
0,0,0,0,11,1,2,0,0,0,0,2,2,2,1,0,3,757,2021,3.7654698615414266
0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,358,171,3.2417282473900286
0,0,1,1,71,1,2,0,2,2,2,2,2,2,2,1,0,1112,5264,2.994728230500148
0,1,0,0,49,1,2,1,0,0,2,2,2,2,0,1,2,1328,4767,5.213467176023263
0,0,0,0,38,1,0,0,0,2,0,0,2,0,1,1,1,501,3393,3.467109397759271
1,0,1,1,24,1,0,1,0,2,0,0,0,0,0,1,2,786,3181,3.79388802922794
1,0,1,1,71,0,1,0,2,2,2,0,0,0,2,0,1,212,3684,1.847448865909425
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,691,527,4.6973929557842915
1,0,0,0,67,1,2,1,2,2,2,2,2,2,1,1,1,1516,5563,3.254757741054859
1,1,0,0,10,1,2,0,2,2,0,0,0,0,0,0,0,531,1705,3.4358979575755155
1,0,1,1,53,1,2,1,0,2,0,2,2,2,1,1,2,1333,4922,4.216635200036935
1,1,0,0,70,1,2,1,0,2,0,2,2,2,1,0,0,1343,5433,5.222942835125959
0,0,1,0,57,1,2,1,2,2,2,0,2,2,2,1,0,1409,5101,3.1918829390692878
0,0,1,1,2,1,2,1,0,0,0,0,0,2,0,1,0,956,945,3.9454048894687928
0,0,0,0,16,1,0,2,1,1,1,1,1,1,1,0,0,26,1085,0.9186451916253062
0,0,0,0,3,1,0,0,2,2,0,2,0,0,0,1,3,534,970,2.439852501354297
1,0,1,1,24,1,0,1,0,0,0,2,2,0,0,0,2,979,3374,3.964208956027262
0,1,0,0,15,1,2,1,0,0,0,0,2,0,0,1,2,956,2646,4.945404889468793
1,0,0,1,70,1,2,1,2,2,0,0,0,0,1,1,1,970,5058,2.885119905253739
1,0,1,0,39,1,0,1,0,2,2,0,0,0,0,1,2,868,3886,3.8699374454013404
0,0,1,1,56,1,2,1,0,2,0,0,2,2,0,1,2,1251,4910,4.163431866543913
1,1,0,0,16,1,0,0,0,0,0,0,0,0,0,1,2,298,1863,4.124951294481798
0,0,0,0,3,1,0,0,0,2,0,0,2,2,0,1,0,661,936,3.6647157266205745
1,1,1,0,35,1,2,1,0,2,0,0,2,2,0,1,2,1176,4007,5.112268512246253
1,0,0,0,5,1,0,0,2,2,0,0,0,0,0,1,0,459,1119,2.3351512549519398
0,0,0,1,16,1,2,0,0,0,2,0,0,0,1,1,3,462,2116,3.411366616174675
1,0,0,0,42,1,2,1,0,0,0,0,0,0,0,1,1,783,3882,3.790987499819692
1,0,0,0,0,1,0,0,2,0,0,2,0,0,0,1,2,425,203,2.2831126819726086
0,1,1,1,45,1,2,1,2,2,0,2,2,2,0,1,2,1424,4681,4.200922574458493
0,0,0,0,3,1,2,1,2,0,0,0,0,0,0,1,2,871,1075,2.800835364226428
1,0,1,1,71,1,2,1,2,0,2,0,2,2,2,1,0,1339,5464,3.148650842194505
0,0,1,0,55,1,2,1,2,2,2,0,2,2,1,0,0,1416,5084,3.1961109676115615
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,291,453,4.110130396459777
0,0,0,0,57,1,0,1,2,2,2,0,2,2,1,1,2,1357,5103,3.159937236875737
1,0,0,0,44,1,2,1,0,0,2,2,2,2,0,1,0,1302,4572,4.196837915838689
1,0,1,0,20,1,2,1,0,0,2,2,2,2,0,1,2,1350,3407,4.2273358599129995
0,1,1,0,59,0,1,0,0,2,0,0,2,2,2,1,1,357,3751,4.239915199137245
1,1,1,1,70,1,0,1,2,2,2,0,0,0,1,1,0,995,5115,3.905309185179382
0,0,0,0,25,1,0,1,0,0,0,0,2,2,0,1,0,1031,3419,4.005453857427926
0,1,0,0,14,1,0,1,2,0,2,2,0,2,0,1,3,1173,2753,4.038394809333
0,1,1,0,46,1,2,0,2,2,2,0,0,0,0,1,1,642,3931,3.5716278094601277
0,0,0,1,33,1,0,1,2,2,2,0,2,2,0,1,0,1336,4127,3.1467579915428425
1,0,0,0,71,1,0,2,1,1,1,1,1,1,2,0,0,14,2727,0.6952182030724354
0,0,1,1,25,1,0,2,1,1,1,1,1,1,2,0,1,21,1436,0.838416287252544
0,0,1,0,54,1,0,0,2,2,0,2,0,0,2,0,3,481,3860,2.3672015104765216
0,0,1,0,11,1,0,0,2,0,0,2,0,0,0,0,0,430,1752,2.2909696442736838
1,0,1,1,24,1,0,1,0,0,0,0,2,2,1,1,2,1063,3353,4.0300149098580675
1,0,0,0,54,1,2,1,0,0,0,0,2,2,0,1,2,1182,4791,4.116456167069826
1,0,0,1,0,1,2,1,0,0,0,0,0,0,0,1,2,763,322,3.771420067469911
0,0,0,0,11,1,2,0,0,0,0,2,2,2,1,1,3,793,1988,3.8006216457018605
0,1,0,0,58,1,2,1,0,0,2,0,2,2,1,1,2,1229,5003,5.148684192473412
0,0,0,1,14,1,0,0,2,2,2,2,0,0,1,0,1,616,2198,2.5416273878739353
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,24,18,0.888175022589804
1,1,0,0,21,1,2,1,0,0,0,0,2,2,0,1,2,1180,3304,5.115062175498085
1,0,1,0,41,1,2,1,2,0,2,0,0,2,0,1,2,1135,4266,3.011412618899117
0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,1,778,966,3.786133466608272
0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,453,216,3.3979707836012563
0,0,0,1,60,1,2,2,1,1,1,1,1,1,2,1,1,89,2821,1.4540194545491305
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,3,314,152,3.1578095194424396
0,0,0,0,15,1,2,1,0,0,0,0,0,0,0,0,2,731,2444,3.739241158152446
1,1,1,0,31,1,2,1,0,0,2,2,2,2,0,1,2,1327,3969,5.2128324264952
1,0,0,0,6,1,0,1,0,2,0,0,2,2,0,1,2,1132,1715,4.0810252832157925
1,0,0,0,1,1,0,0,2,2,0,0,0,0,0,1,3,423,505,2.279949181629953
1,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,2,674,938,4.679018564500932
1,0,1,1,20,1,2,1,0,2,2,0,2,2,0,0,2,1317,3342,4.206463792033728
1,0,0,0,5,1,0,1,0,2,0,0,2,0,0,1,2,968,1429,3.9552603117784635
0,1,0,0,7,1,0,2,1,1,1,1,1,1,0,0,2,21,676,1.838416287252544
1,0,0,0,23,1,0,1,0,0,0,0,0,2,0,1,1,865,3249,3.8672586674904994
1,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,2,813,847,3.819601974029574
0,0,0,0,47,1,2,1,0,2,2,0,2,2,0,1,0,1373,4734,4.241642944724874
1,0,1,1,67,1,0,1,2,0,2,0,0,0,2,0,1,875,4820,2.804385779384652
1,0,0,0,17,1,0,0,2,0,2,2,2,0,0,1,2,655,2577,2.5862649362705867
1,0,1,0,12,1,2,1,0,0,2,0,2,2,0,1,1,1279,2654,4.181904481322465
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,21,15,0.838416287252544
1,1,0,0,22,0,1,0,0,0,0,0,0,2,0,1,0,178,1859,3.8189281105713073
0,0,1,1,47,1,2,1,2,2,0,0,2,2,1,1,1,1296,4710,3.121189250093183
1,0,1,1,49,1,2,0,0,0,2,0,0,0,1,0,0,443,3611,3.38283445427456
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,304,430,3.1374348530720995
0,1,0,0,70,1,2,1,2,2,0,2,2,0,1,1,1,1232,5389,4.078934150274823
0,0,0,0,66,0,1,0,0,0,2,2,2,2,0,1,1,414,4077,3.337337037320326
0,0,1,1,34,0,1,0,2,0,0,2,2,0,2,1,1,323,2975,2.103934108847766
1,0,0,0,3,1,0,1,0,0,0,0,2,2,0,1,2,1024,1194,4.0
1,0,0,0,48,1,2,1,0,2,2,0,2,2,0,1,0,1303,4708,4.197482393436011
1,0,0,0,59,1,0,0,2,0,2,2,2,2,1,0,3,848,4592,2.7801634931527004
