gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,1,1,0,26,1,2,0,0,2,2,2,2,2,0,1,0,957,3440,0
0,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,3,26,1182,0
0,1,1,0,41,1,2,1,0,0,0,0,2,2,0,1,2,1148,4232,0
1,1,1,0,32,1,2,1,2,0,2,2,2,2,0,1,0,1418,4130,0
0,0,0,0,33,1,0,1,0,2,0,0,0,0,0,1,1,755,3560,1
1,1,0,0,32,0,1,0,0,0,2,2,2,2,0,1,2,438,3108,0
0,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,3,29,1273,0
0,0,0,0,31,1,0,2,1,1,1,1,1,1,1,0,0,23,1647,0
0,0,0,0,10,1,0,2,1,1,1,1,1,1,1,0,1,29,874,0
1,0,1,1,68,1,2,1,0,0,2,0,2,2,0,1,1,1228,5351,1
0,0,1,0,67,1,0,0,2,0,0,2,0,0,1,0,0,463,4191,0
1,0,0,0,19,1,0,2,1,1,1,1,1,1,2,1,3,22,1291,0
1,0,0,0,71,1,0,2,1,1,1,1,1,1,2,1,1,24,2797,0
1,0,1,1,59,1,2,1,2,0,2,0,2,0,1,1,0,1155,4980,0
1,1,1,1,31,1,0,1,0,2,0,0,2,2,0,1,3,1126,3725,0
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,26,20,1
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,20,14,1
1,1,0,0,2,1,2,1,0,2,0,0,0,0,0,1,2,895,862,1
0,0,1,0,28,1,2,1,0,0,0,0,0,0,0,1,2,775,3338,0
1,0,0,0,50,1,2,1,0,2,2,2,0,0,0,1,2,1007,4461,0
0,1,1,0,47,1,0,1,0,0,0,0,0,0,0,1,0,700,4064,0
1,0,1,0,69,1,2,1,0,2,2,2,0,2,2,1,0,1214,5312,0
0,0,1,1,39,1,2,2,1,1,1,1,1,1,2,1,3,85,2217,0
0,0,1,1,21,1,0,1,0,2,0,0,0,2,0,0,2,928,3138,1
0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,782,332,1
0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,1,0,684,1466,0
1,0,0,1,28,1,2,1,0,2,2,2,0,2,1,0,1,1250,3708,0
1,0,1,1,43,1,2,2,1,1,1,1,1,1,1,0,3,103,2338,0
0,0,0,0,9,0,1,0,2,2,2,0,0,0,0,0,0,248,1343,0
0,1,1,0,54,1,2,0,0,0,0,0,0,0,0,0,0,401,3712,0
1,1,1,0,51,1,2,1,0,2,2,0,2,2,1,1,0,1331,4821,0
0,0,1,1,9,1,2,1,0,0,0,0,0,2,0,0,2,980,1999,0
1,0,0,0,17,1,2,1,0,0,0,0,0,0,0,1,0,788,2701,0
0,0,1,1,60,1,0,2,1,1,1,1,1,1,0,1,3,16,2429,1
0,0,1,1,71,0,1,0,2,2,2,2,2,2,2,1,1,608,4587,0
1,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,2,415,539,0
1,0,0,0,11,1,0,0,0,0,0,0,0,0,0,1,0,305,1471,1
1,0,1,0,40,1,0,2,1,1,1,1,1,1,2,1,2,23,2055,0
0,0,0,0,25,0,1,0,0,0,2,2,2,0,0,1,1,286,2432,0
1,0,1,0,35,1,0,2,1,1,1,1,1,1,1,0,0,45,1797,0
1,0,1,1,71,1,2,1,2,2,2,2,2,2,2,1,1,1474,5615,0
1,0,1,0,34,1,2,1,0,0,0,2,0,2,0,1,0,1052,3881,0
1,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,3,446,212,0
0,1,0,0,48,1,2,1,2,0,0,0,2,2,0,0,1,1269,4723,0
0,0,1,0,53,1,2,1,2,2,2,2,2,2,1,1,3,1483,5069,0
0,0,0,1,17,1,2,0,2,0,0,0,0,2,0,0,2,601,2411,0
0,0,1,0,35,1,0,1,0,0,0,0,0,2,0,0,2,876,3767,0
0,0,0,0,59,1,2,1,0,2,2,0,2,2,0,1,2,1346,5179,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,678,271,1
0,0,1,1,51,1,2,2,1,1,1,1,1,1,2,1,0,90,2544,0
1,0,1,1,7,1,0,1,0,0,2,0,2,2,0,1,2,1142,1844,0
1,0,1,1,71,1,0,1,2,2,0,2,2,2,2,0,0,1338,5482,0
0,0,0,0,63,1,2,2,1,1,1,1,1,1,1,0,3,83,2958,0
0,1,0,0,21,1,0,0,2,0,2,2,0,2,0,1,3,682,2873,0
0,0,1,1,27,1,0,1,0,0,0,0,0,2,0,1,2,889,3394,1
0,0,1,0,60,1,2,2,1,1,1,1,1,1,2,0,3,77,2734,0
0,0,0,0,23,1,2,1,0,2,2,0,2,2,0,1,2,1312,3545,0
1,0,1,1,27,1,0,1,0,2,2,2,2,0,1,0,0,1106,3687,0
0,0,1,1,29,1,0,0,0,2,2,2,2,2,2,0,0,884,3475,0
1,0,1,0,1,1,0,2,1,1,1,1,1,1,0,0,3,28,99,0
0,0,1,0,23,1,0,0,0,2,0,0,2,2,0,1,0,676,2931,0
1,0,1,1,3,1,2,1,0,0,2,0,2,2,0,0,2,1262,1217,1
1,0,0,0,6,1,2,1,0,2,0,0,2,2,0,1,2,1235,1722,1
1,1,1,0,71,1,2,1,2,2,2,2,2,2,2,1,0,1502,5609,0
1,1,1,0,63,1,2,1,0,0,2,2,2,2,2,0,2,1278,5223,0
0,0,0,1,43,1,0,2,1,1,1,1,1,1,2,0,3,26,2017,0
0,0,1,1,12,1,0,0,0,0,0,0,0,2,0,0,2,464,1812,1
0,1,0,0,16,1,0,2,1,1,1,1,1,1,1,0,3,41,1104,0
1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,445,211,1
1,0,1,0,8,1,0,0,0,0,2,0,2,2,0,1,3,688,1553,0
0,0,1,1,0,1,0,1,0,2,0,0,0,0,0,1,2,770,327,1
1,0,0,0,23,1,2,1,0,2,0,0,0,0,0,1,2,873,3153,1
1,1,1,1,34,1,0,0,0,2,0,2,2,2,0,1,2,797,3675,0
1,0,0,0,4,1,0,1,0,0,0,2,2,2,0,1,2,1169,1355,1
0,0,0,1,14,1,0,1,0,0,0,0,0,0,0,0,0,667,2179,1
1,0,1,1,10,1,0,2,1,1,1,1,1,1,2,0,3,21,837,0
0,0,1,0,47,0,1,0,2,0,2,0,0,2,0,1,0,303,3336,1
0,1,0,0,19,1,0,1,0,0,0,0,0,2,0,1,2,897,2982,0
0,0,1,0,71,1,2,1,0,2,2,2,2,2,1,1,0,1392,5557,0
0,0,1,1,7,1,0,1,0,2,0,0,2,0,0,1,2,932,1737,1
1,0,1,1,71,1,2,1,0,0,0,0,0,2,2,1,1,951,5094,0
0,0,0,0,14,1,2,1,0,2,0,0,2,2,0,1,2,1242,2728,0
1,0,0,0,71,1,2,0,0,2,2,2,2,2,2,1,0,1027,5117,0
1,0,0,1,0,1,2,1,0,0,0,0,0,0,0,1,2,763,322,1
1,0,1,1,62,1,2,1,0,2,2,0,2,2,2,1,0,1325,5243,0
0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,1,2,764,587,1
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,36,30,0
1,0,0,0,21,0,1,0,0,2,2,0,0,2,1,1,0,272,2061,1
1,0,1,0,27,1,0,0,2,2,0,2,0,0,0,0,3,543,3088,0
0,0,1,0,69,1,0,2,1,1,1,1,1,1,2,0,0,24,2706,0
0,1,0,0,4,0,1,0,0,2,0,0,0,0,0,0,2,121,564,1
0,0,0,0,11,1,2,1,2,2,2,0,0,2,0,1,0,1233,2498,1
0,1,1,0,70,1,2,1,2,0,0,0,0,0,2,1,1,882,4932,0
0,0,1,1,69,1,2,0,2,0,0,0,0,2,1,0,0,608,4497,0
0,0,1,1,51,1,0,1,2,0,2,2,0,0,0,1,0,942,4408,0
0,1,0,0,19,1,2,1,0,2,2,0,0,2,0,1,2,1129,3085,1
1,0,0,1,10,1,2,1,0,0,2,0,0,0,0,1,3,828,1984,0
1,0,1,0,1,1,0,1,0,0,0,2,2,2,0,1,2,1131,689,1
0,0,1,1,5,1,2,1,0,0,0,2,0,0,0,1,2,878,1449,1
1,1,1,1,19,1,0,1,2,0,2,2,0,2,1,0,1,1133,3117,0
1,0,0,0,60,1,2,1,2,0,2,0,2,2,0,1,2,1357,5143,0
0,1,1,0,4,1,2,1,0,0,0,0,0,0,0,1,2,763,1117,1
1,0,0,0,39,1,2,1,0,0,2,2,2,2,0,0,0,1325,4324,1
0,0,0,0,27,1,0,0,2,0,0,2,0,0,1,0,3,432,2874,0
0,1,1,0,4,1,0,1,0,0,0,0,0,0,0,0,2,688,1039,0
0,1,1,0,26,1,0,1,2,0,0,0,0,0,0,1,0,780,3203,1
1,0,0,0,11,1,0,2,1,1,1,1,1,1,0,0,1,29,948,0
1,0,1,1,66,1,2,1,0,2,2,0,2,2,1,1,2,1337,5344,0
1,1,1,0,28,1,2,0,0,0,0,0,0,0,0,1,2,400,2768,0
1,0,1,1,54,1,2,1,0,0,0,0,0,2,0,0,0,971,4555,0
0,0,0,0,22,1,2,1,0,0,0,0,0,0,0,0,0,788,3063,1
1,0,1,0,33,1,2,1,0,0,2,0,2,2,0,1,2,1240,4032,1
1,1,1,1,71,1,2,1,2,2,2,2,2,2,2,1,1,1498,5608,0
1,0,1,1,57,1,2,1,0,2,0,2,2,0,1,1,1,1141,4829,0
1,0,1,1,34,1,0,2,1,1,1,1,1,1,2,0,3,20,1746,0
0,0,1,1,23,1,0,2,1,1,1,1,1,1,2,1,1,50,1430,0
1,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,1,29,2658,0
1,1,1,1,67,1,2,1,0,0,2,2,2,2,1,1,1,1370,5431,0
0,0,0,0,0,1,2,1,0,0,0,0,0,2,0,1,2,961,408,1
0,0,1,1,32,1,0,0,2,2,2,0,0,0,1,1,3,498,3221,0
0,0,1,0,68,1,0,1,0,2,0,0,2,2,1,1,1,1160,5283,0
0,0,1,1,59,1,0,0,0,2,2,2,2,2,2,1,0,880,4670,0
0,0,1,1,71,1,2,1,2,2,2,2,2,2,2,1,0,1461,5590,0
0,0,0,0,10,1,2,0,0,0,0,0,0,2,0,1,3,506,1614,0
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19,13,0
1,0,0,0,9,1,2,1,0,0,0,0,2,0,0,1,0,982,1958,1
1,0,0,0,12,0,1,0,2,0,0,2,2,0,0,1,1,308,1606,1
1,0,1,1,38,1,0,1,0,2,0,0,2,0,0,1,3,987,3937,1
1,1,1,0,49,1,2,1,2,2,2,0,2,0,1,1,0,1274,4785,0
1,0,0,0,14,1,0,2,1,1,1,1,1,1,0,0,3,23,1058,0
1,0,1,1,71,1,2,1,2,2,2,0,2,2,2,1,0,1425,5550,0
0,0,1,1,71,1,2,1,2,2,2,2,2,2,2,1,0,1496,5587,0
1,0,1,1,54,1,0,2,1,1,1,1,1,1,2,0,0,15,2398,0
0,0,1,1,22,1,2,2,1,1,1,1,1,1,2,1,1,101,1465,0
1,0,0,0,31,1,2,1,0,2,0,0,0,0,0,1,0,875,3600,1
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,26,20,0
1,0,0,0,37,1,0,0,2,2,0,2,2,0,1,0,3,699,3659,0
1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,2,691,1845,0
1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,354,170,0
1,0,1,0,55,1,2,1,0,2,0,2,2,2,1,1,2,1371,5062,0
1,0,1,0,2,1,2,2,1,1,1,1,1,1,0,1,3,62,425,0
1,0,1,1,6,1,0,0,2,0,0,0,2,2,0,0,1,681,1468,0
1,0,1,1,58,1,2,1,0,0,2,0,2,2,2,1,1,1229,4996,0
1,0,0,0,6,1,0,0,0,0,2,2,2,0,0,0,0,591,1337,0
1,0,1,1,70,1,0,0,2,0,2,2,0,2,2,1,1,704,4682,0
1,0,1,1,14,1,0,1,2,0,0,2,2,2,1,0,2,1274,2980,0
1,0,1,0,70,1,2,0,2,2,0,2,2,0,2,0,1,746,4817,0
0,0,0,0,34,1,2,1,0,0,2,0,2,2,0,1,2,1244,4053,1
0,0,0,0,10,0,1,0,0,2,2,2,0,0,1,1,1,243,1298,0
0,0,1,1,59,1,0,2,1,1,1,1,1,1,2,1,1,13,2329,0
1,1,0,0,46,1,2,0,0,2,0,2,0,0,2,0,0,518,3679,0
0,0,0,0,10,1,0,0,0,0,2,2,0,2,1,0,1,603,1763,0
1,0,1,0,55,1,2,1,0,2,0,0,2,2,1,0,1,1245,4912,1
0,1,1,0,27,1,2,1,0,2,2,2,2,2,0,1,2,1435,3905,0
1,0,1,1,30,1,2,1,2,0,2,0,2,0,1,0,0,1202,3844,0
1,0,0,0,8,1,0,1,0,0,0,0,0,0,0,1,2,697,1607,0
1,1,1,0,34,1,2,1,2,2,0,0,0,2,0,1,2,1138,3976,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,21,104,0
0,0,1,1,11,1,0,2,1,1,1,1,1,1,0,0,3,8,860,1
0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,3,782,332,1
0,1,0,0,3,1,2,1,0,0,2,0,2,0,0,1,2,1039,1141,1
0,0,1,1,0,1,0,2,1,1,1,1,1,1,0,1,3,8,3,0
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,28,243,0
0,1,0,0,0,1,2,1,0,0,0,0,2,0,0,1,2,975,415,1
1,0,1,1,4,1,0,2,1,1,1,1,1,1,1,0,3,30,410,0
1,0,1,0,71,1,2,1,2,2,2,0,0,2,2,1,2,1222,5441,0
1,0,1,1,45,1,2,2,1,1,1,1,1,1,1,0,2,87,2422,0
1,0,0,0,29,1,0,1,2,2,2,0,0,0,0,1,1,947,3514,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,309,147,0
0,0,0,0,11,1,2,0,2,0,2,2,0,0,0,1,3,558,1789,1
1,0,0,0,3,1,2,0,0,0,0,2,0,2,0,0,3,615,871,0
1,0,1,0,50,1,2,1,0,2,0,0,0,2,1,1,1,1062,4518,0
1,0,0,0,15,1,0,1,0,0,0,2,0,0,0,1,1,767,2414,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,1,0,3,27,160,0
0,0,1,1,65,1,2,1,0,0,0,0,0,0,1,1,0,761,4620,0
1,0,0,0,45,1,2,1,0,2,2,2,2,2,2,0,2,1395,4647,0
0,0,0,0,31,1,2,1,2,0,2,2,2,2,1,1,0,1411,4092,0
1,0,1,0,71,1,2,0,2,0,2,2,2,2,2,0,1,994,5082,0
1,0,0,1,50,1,0,0,0,0,0,2,0,0,1,0,1,331,3467,0
1,0,1,1,71,1,2,1,2,2,2,2,2,2,2,0,0,1481,5594,0
0,1,1,0,64,1,2,1,2,0,2,0,2,2,0,0,0,1334,5293,1
1,0,1,1,8,0,1,0,0,2,0,0,0,0,0,1,2,139,906,1
0,0,1,1,8,1,0,0,2,2,2,2,0,0,0,0,3,605,1706,1
0,1,0,0,43,1,2,1,2,2,2,0,2,2,1,1,1,1416,4622,0
1,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,1,94,742,0
0,0,0,0,56,1,2,1,2,2,0,2,0,0,0,1,0,1010,4636,0
0,0,0,0,6,1,2,1,0,2,0,0,0,0,0,1,0,839,1483,0
1,1,1,1,9,0,1,0,0,0,0,0,0,2,0,1,0,176,1174,0
0,0,0,0,61,1,2,1,2,2,2,0,0,0,1,1,2,1094,4962,0
1,0,1,1,39,1,0,1,0,0,2,0,2,0,1,1,2,962,3971,0
0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,0,28,580,1
0,0,1,0,24,1,0,1,0,0,0,2,2,2,0,1,2,1150,3486,0
1,0,1,0,22,1,2,1,0,2,2,0,0,0,0,0,2,946,3228,0
0,1,1,0,65,1,2,1,0,2,2,0,2,2,1,0,1,1321,5298,0
0,1,0,0,71,1,2,1,0,2,2,2,2,2,2,0,2,1449,5547,0
1,1,1,0,48,1,2,1,0,2,0,0,0,2,0,0,1,1056,4499,1
1,1,1,1,42,1,2,1,0,2,2,2,2,2,0,1,0,1433,4545,1
1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,1,1052,5229,0
1,0,0,0,9,1,0,2,1,1,1,1,1,1,1,0,3,35,715,0
0,0,0,0,39,0,1,0,2,0,0,2,2,2,1,1,0,437,3398,0
0,0,1,1,64,1,2,1,0,2,2,0,2,2,0,1,2,1338,5343,1
1,1,1,1,55,1,2,1,2,0,2,0,2,2,1,1,0,1320,4976,1
1,0,1,0,9,1,2,1,0,0,0,0,0,2,0,1,2,966,1992,1
1,0,1,1,67,1,2,2,1,1,1,1,1,1,2,0,0,97,2939,0
0,0,1,1,42,1,0,0,0,0,0,0,2,0,0,0,2,468,3550,1
1,0,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,1046,431,1
0,1,0,0,48,1,0,1,0,2,2,0,0,2,1,1,0,1052,4388,0
0,0,1,1,14,1,2,2,1,1,1,1,1,1,0,1,2,94,1233,0
1,1,1,0,19,1,2,1,0,0,0,0,2,2,0,1,2,1138,3178,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,311,149,1
1,0,1,1,49,1,2,0,0,0,2,2,2,0,1,1,2,680,4012,0
0,1,0,0,1,1,2,1,0,2,0,0,0,2,0,0,2,1045,668,1
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,678,826,1
0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,3,768,326,1
1,0,1,1,34,1,0,2,1,1,1,1,1,1,2,0,3,30,1691,0
0,0,0,0,16,1,2,2,1,1,1,1,1,1,0,0,3,85,1402,0
0,1,0,0,7,1,0,2,1,1,1,1,1,1,0,0,2,21,676,1
1,0,0,0,9,1,0,1,0,0,0,2,2,2,0,1,1,1149,2008,0
1,0,1,1,67,1,2,0,2,2,2,2,2,2,2,1,1,1032,5096,0
1,0,1,0,44,1,0,0,2,2,2,0,2,2,1,0,0,844,4087,0
1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,25,94,1
1,0,1,0,36,1,0,2,1,1,1,1,1,1,0,0,0,35,1764,0
0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,3,74,469,1
0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,3,302,1308,0
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,29,23,0
1,0,1,1,64,1,2,0,2,2,0,0,0,2,2,1,3,678,4456,0
0,0,0,0,2,1,0,1,0,0,2,0,0,0,0,1,3,771,877,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,680,608,1
1,0,0,0,48,0,1,0,0,0,2,0,0,0,0,1,0,143,2781,0
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,310,753,1
0,0,1,0,69,0,1,0,0,2,2,2,2,2,2,0,0,491,4283,0
0,0,1,1,52,1,0,2,1,1,1,1,1,1,1,1,0,25,2239,0
1,0,1,1,52,1,2,2,1,1,1,1,1,1,2,0,1,100,2622,0
0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,3,777,330,1
1,0,0,0,21,1,2,2,1,1,1,1,1,1,0,1,1,86,1433,0
1,1,0,0,51,0,1,0,0,2,0,0,2,2,0,1,2,351,3576,1
1,1,0,0,64,1,2,1,2,0,2,2,2,2,2,1,2,1426,5401,0
0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,2,179,246,1
1,0,0,0,2,1,2,1,0,2,2,0,2,2,0,0,3,1381,1062,0
1,0,1,0,44,1,2,1,0,2,0,0,0,0,0,0,0,896,4161,0
1,0,1,1,0,1,0,1,0,0,0,0,0,2,0,0,2,868,375,1
0,0,1,1,60,1,0,0,0,0,2,2,2,2,2,1,0,752,4520,0
1,0,0,0,2,1,0,0,2,0,0,2,2,0,0,1,1,593,763,0
0,1,0,0,39,1,2,1,0,0,2,2,2,2,1,1,1,1304,4353,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,709,300,0
0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,366,178,0
1,0,0,0,50,1,2,2,1,1,1,1,1,1,1,1,0,81,2536,0
1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,2,353,440,1
1,0,0,0,50,1,2,1,0,0,0,0,0,2,0,0,0,930,4338,0
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,37,31,0
1,0,0,1,46,1,0,2,1,1,1,1,1,1,1,0,1,39,2201,0
0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,1,778,966,1
0,1,0,0,21,1,0,2,1,1,1,1,1,1,1,1,3,29,1281,0
0,0,1,0,0,1,0,2,1,1,1,1,1,1,0,1,3,41,35,0
1,0,1,0,71,1,2,0,0,2,2,2,2,2,2,1,0,964,5154,0
1,0,1,1,2,1,0,0,0,0,2,0,0,0,0,1,2,371,690,1
1,1,1,1,46,1,0,1,0,2,0,0,2,0,1,1,0,960,4272,0
1,0,1,1,71,1,2,0,2,0,2,2,0,0,2,1,1,631,4599,0
1,0,1,1,65,1,2,0,0,0,2,0,2,0,2,1,0,574,4354,0
1,0,0,0,34,1,2,1,0,0,0,0,2,0,0,0,2,925,3721,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,39,81,0
0,0,0,0,24,1,0,1,2,2,0,0,0,0,0,1,0,865,3260,1
1,1,0,0,26,1,2,1,0,2,0,2,2,2,1,1,0,1322,3775,0
1,0,1,0,28,1,0,1,0,0,2,0,0,0,0,1,1,782,3412,0
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19,13,1
0,0,1,0,19,1,0,1,0,0,2,2,0,0,0,1,3,888,2995,0
0,0,0,1,13,1,2,1,2,0,0,2,0,0,0,1,3,981,2407,0
1,0,0,0,45,1,2,1,2,0,0,0,2,0,0,1,1,1038,4372,0
0,0,1,0,70,0,1,0,0,2,2,2,2,2,2,0,0,495,4336,0
1,0,0,0,31,1,2,1,0,0,0,0,0,2,0,1,0,974,3644,0
0,0,0,0,25,0,1,0,0,0,2,0,2,2,0,1,1,375,2553,0
1,1,1,0,67,1,2,1,0,0,2,0,0,0,0,1,1,875,4897,0
1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,32,84,0
1,0,1,1,60,1,0,2,1,1,1,1,1,1,2,0,1,39,2585,0
0,0,1,1,3,1,2,1,0,0,0,0,0,2,0,1,2,980,1209,1
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,304,594,1
1,1,1,0,32,1,2,1,0,0,0,0,2,2,0,1,2,1137,3857,1
0,0,0,0,21,1,2,2,1,1,1,1,1,1,2,0,3,113,1621,0
0,0,1,1,4,1,0,1,0,0,0,0,2,0,0,1,2,885,1161,0
0,1,0,0,29,1,2,1,2,2,2,0,0,0,0,0,1,1088,3683,1
1,0,0,0,64,1,2,0,0,2,2,2,0,2,2,1,1,760,4596,0
0,0,0,0,44,1,2,1,0,0,2,2,0,0,0,1,2,1005,4230,1
1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,35,448,0
1,0,1,1,24,1,0,1,0,2,0,0,0,0,0,1,2,786,3181,0
0,0,1,0,26,1,2,1,0,0,2,0,0,2,0,0,0,1058,3501,0
1,0,1,1,31,0,1,0,0,0,2,0,2,2,0,0,1,380,2966,0
0,0,0,0,29,1,2,1,0,2,2,2,2,2,1,0,1,1427,3959,0
1,0,1,0,69,1,0,1,2,2,2,2,0,2,2,0,1,1259,5367,0
1,1,0,0,41,1,2,1,0,2,0,0,0,0,0,1,0,855,3967,0
0,1,1,0,71,1,2,0,2,2,2,2,2,2,2,1,0,1052,5268,0
0,0,0,0,46,1,2,0,2,0,2,2,0,0,2,1,3,605,3739,0
1,0,0,0,9,1,2,1,2,0,0,0,2,2,0,0,2,1211,2195,1
0,0,1,1,60,1,2,2,1,1,1,1,1,1,2,1,3,71,2877,0
0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,1,278,784,0
0,1,1,0,71,1,2,1,0,2,2,2,2,2,2,1,1,1434,5536,0
1,1,1,1,71,1,2,1,2,2,2,2,2,2,2,1,0,1488,5586,0
1,0,1,0,47,1,0,2,1,1,1,1,1,1,2,0,3,13,1991,0
0,0,0,0,62,1,0,1,0,0,2,2,2,0,1,1,1,1056,4983,0
1,0,1,1,69,1,0,0,2,2,2,0,2,2,2,1,1,871,4904,0
1,0,1,1,6,1,0,0,2,0,2,2,0,2,0,1,1,713,1467,0
0,0,1,0,1,1,0,1,2,2,0,0,2,0,0,0,2,1062,752,0
1,1,0,0,19,1,2,1,0,0,2,0,2,2,0,1,2,1211,3136,1
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,25,224,0
0,0,0,1,14,1,0,1,0,2,0,0,0,2,0,1,0,979,2542,1
0,0,1,1,71,1,2,1,2,2,0,2,0,0,2,1,0,1062,5230,0
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,44,38,0
0,0,0,0,21,1,0,1,0,0,0,0,2,2,0,0,2,1040,3187,1
1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,2,693,794,1
0,0,1,1,71,1,2,0,2,0,2,2,0,0,2,0,0,637,4578,0
1,0,1,1,64,1,0,2,1,1,1,1,1,1,2,0,3,26,2567,0
0,0,0,0,10,0,1,0,0,0,0,0,2,0,0,1,3,198,1175,0
1,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,0,36,981,0
1,0,0,0,40,1,0,1,0,0,0,2,0,0,0,1,2,761,3848,0
1,0,1,0,16,1,0,0,2,2,0,0,0,2,1,0,3,601,2423,0
1,0,0,0,14,1,2,1,0,0,0,0,2,2,0,1,2,1114,2771,1
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,26,20,1
0,0,1,0,4,1,0,1,2,0,2,0,0,2,0,1,3,1033,1359,1
1,0,1,0,32,1,0,1,0,0,2,0,2,2,1,1,2,1163,3822,1
0,0,1,0,71,1,2,1,2,2,2,0,2,2,2,1,1,1431,5569,0
0,0,1,1,2,0,1,0,0,2,0,0,0,2,0,0,3,241,446,0
1,0,0,0,1,1,2,1,0,2,0,0,0,0,0,1,2,907,737,1
0,0,1,0,58,1,2,1,2,2,2,2,0,2,1,1,1,1368,5106,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,304,430,1
1,0,1,1,70,1,0,0,0,2,0,2,2,2,2,1,1,744,4748,0
0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,3,293,819,0
1,0,1,1,26,1,0,0,2,2,0,0,0,0,0,1,1,441,2839,0
0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,405,198,1
1,0,0,1,62,0,1,0,2,2,0,2,0,0,1,1,0,246,3598,0
0,1,0,0,45,1,2,1,2,2,2,0,2,2,1,1,2,1420,4634,1
1,0,1,1,71,1,2,0,2,0,0,0,0,0,2,0,0,451,4254,0
0,0,1,0,33,1,2,0,2,0,0,2,0,0,0,1,0,542,3251,0
0,0,1,1,23,1,2,0,2,2,0,0,2,2,1,0,2,836,3126,0
1,0,0,0,71,1,2,0,2,2,2,2,0,0,2,0,0,680,4652,0
0,0,1,1,59,0,1,0,2,0,2,2,2,2,2,0,1,523,4084,0
0,0,1,1,7,1,0,2,1,1,1,1,1,1,2,1,3,25,613,0
0,0,0,1,33,1,0,0,2,0,2,2,2,0,2,0,1,645,3454,0
0,0,0,0,5,0,1,0,0,0,0,0,2,2,0,0,1,297,1027,0
